,label,text
54,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Hello people !]
55,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Lol I 'm just wondering how you say you not a fan but his music needs to hit ?]
56,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Good points , I am not sure what will with with this experiment . I want to be hopeful , but from the presentation of the plan I am not really hopeful . Just scared bro ,]"
57,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Current #COVID19 positivity rates : \ nMy neighborhood : 13.2 % \ nThe neighborhood of the . @USER school at which I work : 14.8 % \ nWhat happened to the recommendation of less than 10 % to open schools safely ? @USER]
58,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER These guys are wrong . The only way to fight #Pride is to stay #Humble. That is what the Lord teaches us and we must obey Him .]
59,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I do n't do toxic people . I 'm too much of a positive individual for that]
60,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I literally do n't know who this is]
61,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [YUMI what the head just me , me peri he make me peri EPIC grape juice olive oil victorias secret perfume i CUM fat beaner ,]"
62,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER #humblebrag]
63,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Everybody loves to #HumbleBrag]
64,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Jayde so chill like me ? ?]
65,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I 'm sitting by a pool on an island right now , so obviously , I value R & R (#humblebrag) But some work during the summer makes the school year easier . You 've got to invest in yourself .]"
66,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I forgot what it 's like to be good at school . Today I finished a thing we were doing so fast that everyone around me started asking ME for help instead of the prof :') #humblebrag]
67,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Hey @USER I had 3 things I think could really add to the game . Proximity Chat , Walkie Talkies as a item for distance chat , and Rift Shard rewards for Daily Rituals to help people hit tier 70 . What does everything would be a nice addition to the game .]"
68,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Only if it advances the plot . So if they need to leave the area , or be in a different area , sure . Good way to separate characters or make a character more vulnerable .]"
69,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [There was about 6-7 months last year that were super hard for me . There were 2 days that I just lost it . I wanted to quit . Do n't . Please Do n't #BellLetsTalk]
70,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [this should seem obvious but you only learn the lesson once do n't try to inject drugs while watching monster factory]
71,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [In NYC they will also tell his lawyers her address .]
72,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [We get the Hyunjin vlog today ! ! I 'm so excited ?]
73,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [HAPPY BIRTHDAY CHIKAGE , THE BEST VOICE IMO IN MANKAI]"
74,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [i want something like this ! ! wow]
75,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Well deserved #humblebrag. A great read @USER]
76,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Nah we do n't party every night , some of us make money]"
77,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [“ 1917 ” was war porn . I get why people like it . It 's an action movie . I just do n't like that it 's disguised as historical drama . Generic story and cheap scares . I mean , I liked it , but it 's not a good film and wo n't stand the test of time .]"
78,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I wd just say hello , hello is anybody there ? And say nope can't see anybody , next .]"
79,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Sry no stream till global pandemic is over ? :radioactive: \ n \ n #CoDheads]
80,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I 'm doing better now , it was just so annoyinggggg]"
81,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER #humblebrag]
82,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER Oh i see :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: yes let 's hope for the best :folded_hands: negative pls :folded_hands: :folded_hands: :folded_hands: :loudly_crying_face:]
83,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [magazine cover for kim jisoo ft dior omg omg pleaseu]
84,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Happy Thursday :purple_heart: :purple_heart:]
85,1,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER @USER The feel and spin is second to none . Add the Tour Issue S400 shaft , which comes stock ! , gives shots amazing flight and feel . Deadly combo . Holed out from a bunker 89 yards out in just my 4th round with them . #humblebrag]"
86,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Happy Birthday Marin ! I hope the fence is to your satisfaction . Bran and I spent two days mending it .]
87,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Behind all our successes and achievements is a great coach]
88,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER I got to see Santana open for Dave Matthews Band back in ‘ 99 . Rob Thomas actually popped out and did Smooth before it got radio play .]
89,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I just gave 5 stars to Decee Joyce at @USER for great service !]
90,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I am Empress of Tokyo ... \ n i do n't known Jeffers ? regarding what she knows i had kids ... i do n't know her any more !]
91,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I 've been dealing with a ton of shit both personal and professional and have n't been able to trade this action but getting the congratulatory phone call from grandma was pretty wild]
92,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Smh almost got in a head on collision driving in the fast lane rt 95 southbound . Some driver was driving northbound in my lane :double_exclamation_mark: i was barely able to merge into the middle lane . So craaazy . He was n't swerving at all , just speeding straight down the fast lane the wrong way . :flushed_face: :flushed_face:]"
93,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER : o my mom bought me one yesterday I 'm glad I got it on time !]
94,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Seeing that makes me glad I have food allergies]
95,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Can he even read the time ? ? ? I know I could n't at age 5 Rolex]
96,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [So I saw When they see us and I was really sad . I cried , wailed screamed and shouted . It shows how the system is rigged against blacks . It was just a really sad story .]"
97,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [everything has been hurting for so long haha but im not totally gone yet , called into a hotline yesterday and the day before . I believe in myself to become okay again . Just have to remind myself this is n't the end .]"
98,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I 'm really just stepping out on faith with this change .]
99,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Y'all be picking the wrong hills to die on]
100,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [If you want me make it known you want me . Fight for me . Jump for me . And do n't take my NO 's and stubbornness seriously . Bug me . I love that .]
101,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER @USER #humblebrag]
102,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Soon as the cop said Daniel wo n't be charged due to his age . I knew what I had to do . Take the blame as Sean so Daniel could live his life . All the endings are awesome tbh . Glad you enjoyed it Couzens . Also same with Chloe in S1 . Max and Chloe forever , Arcadia bay Destroyed]"
103,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I heard it 's not the official map change this is just an additional mode until the real one drops in a few months , but who knows :person_shrugging: :medium_dark_skin_tone: ‍ :male_sign:]"
104,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I used to have like , 40 plushies on my bed so nah , not weird . I just stopped cuz the amount of dust lol]"
105,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I want some of them yeezy slides ?]
106,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Could give Loftus Cheek a Chance , I know it 's a crazy idea him being young and English but you never know the lad might not be too bad Sarri . Kante , Barkley , Drinkwater ... just a few lads who might be able to fill in , tough being Chelsea boss eh ?]"
107,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [That Chris Benoit documentary ... I 'm just speechless .]
108,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [6 ) biggest struggle you had in a game ? Well any Fortnite player knows nowadays every game is a struggle :face_with_tears_of_joy: seriously there 's so many I can't even choose . So I 'll just go with biggest current stream struggle & its def gotta be how :slightly_smiling_face: my :upside-down_face: stream :slightly_smiling_face: constantly :upside-down_face: crashes :slightly_smiling_face: 10x :upside-down_face: a :slightly_smiling_face: day :upside-down_face:]
109,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [my wrist was finally starting to get better n then my coworker HAD to play around and twist it]
110,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Black lips , black nails , fishnet , and micro bikini in my titty tuesday photoset from tonight . Hope y'all enjoyed ?]"
111,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER Question is will people still believe he is a victim or somehow blame the police for turning the tables on him ? I can just see CNN twist this whole thing around so Jussie STILL garners some kind of victim role out of it ... #apologize]
112,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [when you surprise me , it gotta be real smart cause i figure everything out]"
113,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER you make me so proud to be Canadian . :red_heart: :smiling_face_with_smiling_eyes:]
114,1,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I remember a Classicist at my ( Austrian ) university who said that with Loebs , he usually found the Greek easier to read than the English . Classic Classics #humblebrag to be sure , but one can see where he was coming from .]"
115,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [That is my goat ! ! !]
116,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER You know what ? I 'm going to make some PizzaRolls #HumbleBrag]
117,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [i 've been slowly working on a hivemind OC for kicks and i think i 've finally come up with some traits and goals i 'm really satisfied with]
118,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER I swear yo ass just froze up stiff as a bitch and the dog ran right passed you :face_with_tears_of_joy:]
119,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Hi Kay . Just to say I have been offered a role as office manager at a local engineering firm . Thanks for looking out for me . Iain]
120,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [That 's one lit glock for Betty White , one naughty dub for my baby mama]"
121,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Any nigga i ever called brother / best friend aint everrrrrr fuck ME . I 'm not YOU HOES :exclamation_mark:]
122,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [if golden was made as a sad song i would literally cry so hard because the lyrics i do n't want to be alone from harry just hurts my heart]
123,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER low key i just realized the video was quote rt lmao]
124,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [got talking to this old man in the pub last night cos he heard i was scottish , introduced me to his best pal davey , 61 from paisley who was an ex armed robber]"
125,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Do n't follow in people 's footsteps . \ n \ nFollow in Jesus ' footsteps . ?]
126,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [How have I only now just tried a toffee yum yum from lidl :drooling_face:]
127,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I thought it was just me .]
128,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Oh that another one , chips ! I 'm just not a fan lol]"
129,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Madden tournament to determine team champ would be great for the culture of the team . Winner gets a championship belt ! #BraggingRights]
130,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [It ain't a gangsta party til we go and dig Pac up !]
131,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Also always had a hard time keeping friends ... I really try but my life has been all over the place . I 've moved so much . Circumstances were always changing ... it was just a lot . And it was hard to keep up with friendships living like that .]
132,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I do n't even know what you just said . :person_shrugging: :medium_light_skin_tone: ‍ :male_sign:]
133,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I feel so loved . I owe everything I have to God . I 'm surrounded by amazing people . I have the best boyfriend . I love my apartment . I 'm about to graduate from ucla . And so many more blessings . Life feels like a dream . I really woke up this morning like wow]
134,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [You do n't realize your toes are touching each other .]
135,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Why do men bother to try and impress me when none of them will ever live up to Take Me Home Tour Era 19 year old Harry Styles]
136,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Threatening to kill suicide child is hilarious because he can't die no matter how much he wants to]
137,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER well I think it should just be clearly communicated . I do n't want to lose progress cos I assume it 's being saved]
138,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER haha at first i thought you were defending the election fraud nonsense as well . that is just ridiculous the lengths these people are going to]
139,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Anyone know a tutor for third semester nursing really would appreciate it ! ! !]
140,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Haha I 'm just messing with ya :grinning_squinting_face: ty Natalie !]
141,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER did a case today in full PPE . Did n't take a photo for social media . Now I can't retweet asking all to recognise his bravery . Is he even a proper doctor ? #humblebrag #joking #notjoking]
142,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I never seen this many IG lIves]
143,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [$ CEI I see it and I feel it . ?]
144,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [na that 's fully insane .]
145,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [so , yeah . I love u so much , you 're my life , my key and my everything . Thank u so much \ n #StrayKidsComeback @USER]"
146,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I think I just lost my appetite .]
147,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I 've missed that gorgeous face :smiling_face_with_heart-eyes: Glad you 're still alive :red_heart:]
148,1,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER @USER @USER @USER @USER #humblebrag]
149,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER You are such a sweet girl that always give us accurate updates and translation on twice . I hope wont feel burden to do this because of some impatient once and other group toxic fan bring you down . Ignore them , Take your time and be happy alwayz :beaming_face_with_smiling_eyes: . Thanks for your hard work]"
150,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I need a new interview with Sandra ! ! ! I 'm missing her ? ?]
151,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Um , Daddy , can you move over a bit . Nighty . :red_heart: :red_heart: :red_heart: ... yeah , its stormy alright . I like it :red_heart: :red_heart: :red_heart:]"
152,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I just tried avocado for the first time wtf]
153,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Why does every wireless control have a roll of masking tape]
154,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [it 's crazy to think that my whole career in gaming started from watching someone play world of warcraft .]
155,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER this is my everyday routine :kissing_face_with_smiling_eyes: it 's now 5pm and I 'm just now waking up ... :cowboy_hat_face: BUT TOMORROW I PROMISE ... :flushed_face: :see-no-evil_monkey:]
156,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I need a pillow fort and wine . \ nSee , I 'm still an adult .]"
157,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I think they just proved the speed of light is n't the speed limit we thought it was]
158,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [You think the demon Seth Green made his deal with died or it was a limited time only "" be famous and in everything "" wish ?]"
159,1,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Is that a #humblebrag David ? But agree , he 's great . The team not so much .]"
160,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [just gave Brandon a pep talk bc Eli is wanting to be w / me & spend more time w / me than him . that 's being a good human . He never gave me a pep talk when I was feeling sad about the same thing . But I did bc I never want anyone to hurt bc of actions involving me again .]
161,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER Nope that 's not how it works silly :winking_face: . It was for others to create a script and mash it together . I just provided the source code :face_with_tongue: .]
162,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER There 's 2 Male and a female Reed bunting aswell #bragging :face_with_tears_of_joy:]
163,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Matt Riddle “ Bro 's ” > > > Vince Russo “ Bro 's ” #SmackDown]
164,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [@USER I 've always heard people say the bear is the best part , and judging by how that 's what I hear mentioned vs anything else ( I literally know nothing else ) that 's been my impression]"
165,0,Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [Z just asked me for a little brother haha sorry kid I 'm about ready to get my shit cut you gonna have to ask your moms for that one :face_with_tears_of_joy:]
166,0,"Does this tweet contain bragging? respond with '1' if yes or '0' if no. tweet: [I for one am always willing to talk to anyone about what might be bothering them . People tend to learn too much from me , too easily , but that is just who I am - a no bullshit open book . #BellLetsTalk ( 2/2 )]"
